Date,Tau,Total_Spillover,dlog_SOLVPN_TO,dlog_SOLVPN_FROM,dlog_SOLVPN_NET,dlog_COPPER_TO,dlog_COPPER_FROM,dlog_COPPER_NET,dlog_DXY_TO,dlog_DXY_FROM,dlog_DXY_NET,d_UST10Y_TO,d_UST10Y_FROM,d_UST10Y_NET,dlog_VIX_TO,dlog_VIX_FROM,dlog_VIX_NET
2021-08-24,0.05,26.507890264320984,22.057747669696603,21.905096444948647,0.1526512247479559,27.38656091027568,35.411543884651095,-8.024982974375416,32.25288016257172,23.6502801518646,8.602600010707121,15.016126038730848,19.229098068978,-4.212972030247153,35.82613654033001,32.343432771162504,3.4827037691675073
2021-08-25,0.05,27.036487736609036,20.647699625953187,22.348022177868188,-1.7003225519150007,26.919089468136214,36.406758991669385,-9.487669523533171,34.68715972225688,24.24651470452147,10.44064501773541,17.781607469141214,20.54909433047204,-2.767486861330827,35.14688239755765,31.63204847851403,3.5148339190436175
2021-08-26,0.05,27.66842742194857,20.588970401724815,23.76223138157709,-3.1732609798522766,27.69398188683988,36.58747897483987,-8.89349708799999,35.73925074886747,25.223453134820407,10.515797614047063,19.709945249390437,20.761970425753983,-1.0520251763635464,34.609988822920265,32.007003192751505,2.60298563016876
2021-08-27,0.05,28.22407906581813,16.551723759603533,23.72273010937119,-7.171006349767659,29.36227221915496,36.69675451253166,-7.334482293376702,35.40766227752654,24.264523183096543,11.143139094429998,19.60168149458368,23.87405952364111,-4.272378029057432,40.19705557822193,32.562328000450115,7.634727577771812
2021-08-30,0.05,28.093831866022423,16.590171791868258,23.558013591825034,-6.967841799956776,29.267333564964403,36.70958681021208,-7.442253245247677,35.14503784612284,24.065035036921678,11.080002809201162,19.356608957372966,23.694958569744205,-4.338349612371239,40.110007169783636,32.441565321409136,7.668441848374499
2021-08-31,0.05,28.011394822945864,16.836766045227147,23.89823650621432,-7.061470460987174,28.938065364313626,36.13072687271944,-7.192661508405816,34.8291486202832,23.82979203702066,10.99935658326254,19.75316897058996,23.738577020460603,-3.9854080498706423,39.69982511431538,32.45964167831426,7.240183436001118
2021-09-01,0.05,28.266583667588133,18.198728115051686,23.765967437486466,-5.56723932243478,29.19621899394843,36.18240269220442,-6.986183698255989,34.9695916844914,25.01818775221719,9.951403932274207,19.361019737729524,23.80350900428867,-4.442489266559146,39.6073598067196,32.56285145174391,7.04450835497569
2021-09-02,0.05,27.987912840429964,18.285260326665963,23.61926611136903,-5.334005784703066,28.71693501029692,36.54985278310323,-7.832917772806315,34.19020655543247,25.185066488047735,9.005140067384733,18.919079883773946,23.467517867038612,-4.548437983264666,39.828082425980504,31.117860952591194,8.71022147338931
2021-09-03,0.05,29.4949441723305,22.4945373752935,24.04871502031313,-1.554177645019628,28.948093868912306,37.27685860582264,-8.328764736910333,34.88604073953914,27.662487319815597,7.223553419723544,19.54087423491465,26.62319064149139,-7.082316406576741,41.60517464299293,31.863469274209788,9.74170536878314
2021-09-07,0.05,28.554736759791304,24.954645838161294,18.525847698070773,6.428798140090521,29.631765120543708,36.9824252732204,-7.350660152676692,34.557606987983256,26.921434021676184,7.636172966307072,11.570144904734736,27.29036665616178,-15.720221751427044,42.0595209475335,33.05361014982734,9.005910797706157
2021-09-08,0.05,30.28875126929667,28.203004303214808,25.04029383588875,3.1627104673260575,30.863529470105032,36.4459365636674,-5.58240709356237,34.70976503088159,26.719622223951266,7.990142806930326,13.140890517817116,29.031687269197658,-15.890796751380542,44.52656702446477,34.206216453778204,10.320350570686564
2021-09-09,0.05,29.169870773296175,25.477498432516054,25.880806601210658,-0.40330816869460406,29.43521490255452,35.34438338982147,-5.909168487266953,34.119920414744634,25.40468736571979,8.715233049024842,13.816531537521183,25.530612824846276,-11.714081287325094,43.000188579144435,33.68886368488256,9.311324894261872
2021-09-10,0.05,29.015654021688924,25.33223026238839,25.81219150435946,-0.47996124197107193,29.301382443095015,35.09379800205106,-5.792415558956044,34.04166307952086,25.285127084535787,8.756535994985072,13.738819227366328,25.437723335521678,-11.69890410815535,42.66417509607402,33.44943018197662,9.214744914097395
2021-09-13,0.05,29.001629747087378,25.302145037916745,25.73274300305377,-0.4305979651370251,29.43195373661859,35.13520261530345,-5.70324887868486,33.98997294663122,25.249465690059814,8.740507256571405,13.757513711615987,25.4535709613698,-11.696057249753812,42.52656330265433,33.437166465650016,9.089396837004315
2021-09-14,0.05,28.953027434044934,24.97826248810724,25.634825665335125,-0.6565631772278842,29.70902682124459,35.17021261495065,-5.461185793706061,33.77615082540903,25.090707343759398,8.685443481649635,13.671764403724785,25.482977514242144,-11.81121311051736,42.629932631739045,33.38641403193736,9.243518599801682
2021-09-15,0.05,29.787913783067193,25.55738874467619,26.352806896255775,-0.795418151579586,28.896165564960196,38.63767835171866,-9.741512786758467,34.11451346130594,24.840705532702636,9.273807928603304,20.225868571911455,25.284452743813013,-5.058584171901558,40.145632572482214,33.8239253908459,6.321707181636313
2021-09-16,0.05,29.97280792226415,24.663871532674364,27.2789352051775,-2.615063672503137,29.028207220828893,38.667485807125054,-9.639278586296161,33.93212785719084,23.996696902339476,9.935430954851366,20.869515895415446,26.316955689893096,-5.447439794477649,41.37031710521109,33.60396600678551,7.766351098425581
2021-09-17,0.05,28.921122550368324,22.40858681725103,23.937124285499134,-1.5285374682481034,26.257914159350193,39.495113302777064,-13.23719914342687,34.953664658642445,22.901802196637398,12.051862462005047,19.8545857388737,25.266492103596015,-5.4119063647223165,41.13086137772428,33.005080863332026,8.125780514392254
2021-09-20,0.05,28.841758135674347,22.075888070794214,24.25592538693182,-2.180037316137607,26.232151452988905,39.235658363291584,-13.00350691030268,34.079116094524274,23.136533361594502,10.942582732929772,20.77685978866527,24.805258844037816,-4.028399055372546,41.044775271399025,32.775414722516,8.269360548883029
2021-09-21,0.05,29.347793406036722,22.969587976044014,25.521772736949778,-2.5521847609057637,27.47231577264868,39.13143823862569,-11.65912246597701,32.70730219630641,21.788108772898774,10.919193423407634,20.798409332075472,25.69721606057822,-4.898806728502748,42.79135175310892,34.600431221131025,8.190920531977895
2021-09-22,0.05,28.696659947432757,22.572038149876185,25.383840377228996,-2.8118022273528105,24.45189110954248,38.561120054219266,-14.109228944676786,34.36807173833244,21.03081941261764,13.3372523257148,21.02453250856614,24.975710930214724,-3.951178421648585,41.066766230846596,33.53180896288321,7.534957267963385
2021-09-23,0.05,27.632833792436582,22.13577957602211,22.293642134737112,-0.15786255871500288,22.81558187795284,37.75494740985703,-14.93936553190419,33.29992081372166,19.94046863298514,13.359452180736522,19.583285739475375,25.05778242301687,-5.474496683541496,40.3296009550109,33.117328361586765,7.212272593424139
2021-09-24,0.05,27.84554131281625,21.351923484059633,23.43634344664046,-2.084419962580828,25.20047001746559,38.257845654667975,-13.057375637202384,33.70210526532067,19.41905152808716,14.283053737233509,19.187999750083364,25.184002333290746,-5.996002583207382,39.78520804715212,32.93046360139501,6.854744445757106
