Date,dlog_SOLVPN,dlog_COPPER,dlog_DXY,d_UST10Y,dlog_VIX
2021-02-09,0.2984277,1.4217286,-0.5403988000000001,-1.6,1.8195044
2021-02-10,0.1030948,1.4415626000000001,-0.0730121,-3.5999999999999996,1.6506565000000002
2021-02-11,-0.9837182,0.0132512,0.0553171,4.1000000000000005,-3.4230908999999996
2021-02-12,-0.19675169999999997,0.3703218,0.0630242,4.5,-6.2125748000000005
2021-02-16,-1.1935947,1.2332877,0.0364695,10.100000000000001,7.195959
2021-02-17,0.28877790000000003,-0.28728149999999997,0.4915911,-2.9000000000000004,0.1862198
2021-02-18,0.1217001,2.109155,-0.38446969999999997,1.5,4.5017831
2021-02-19,0.1439017,4.3103641,-0.2619321,4.3,-1.9758164000000003
2021-02-22,-1.5815909,1.6903181,-0.4036332,2.9000000000000004,6.1557893
2021-02-23,-0.9202488999999999,0.9242099,0.1864947,-2.6,-1.4605071
2021-02-24,-0.39128440000000003,2.7457095000000002,0.0033300000000000005,2.9000000000000004,-7.968217800000001
2021-02-25,-0.7478866,-0.887338,-0.0388231,15.8,30.2912269
2021-02-26,-0.6642192,-4.0934389,0.8253415,-12.3,-3.3078315
2021-03-01,-0.11062570000000001,0.49966589999999994,0.1693071,1.9,-17.982021500000002
2021-03-02,-1.9710425999999999,2.6156260000000002,-0.2705885,-2.8000000000000003,3.1614856
2021-03-03,-2.9865517,-1.9130186,0.1672793,8.6,10.132749800000001
