break_idx,break_date,F_stat
789,2023-11-17,1.1994024716479281
790,2023-11-20,1.2000688374028254
791,2023-11-21,1.1722074027808531
792,2023-11-22,1.1809980302521093
793,2023-11-24,1.2016017195502913
794,2023-11-27,1.1991156444075983
795,2023-11-28,1.2158815519270758
796,2023-11-29,1.2119860268118474
797,2023-11-30,1.2115934601509188
798,2023-12-01,1.1749124780963651
799,2023-12-04,1.165768561005223
800,2023-12-05,1.1643895318658348
801,2023-12-06,1.160010668857048
802,2023-12-07,1.139353438662243
803,2023-12-08,1.1389051273449902
804,2023-12-11,1.140651223599562
805,2023-12-12,1.1532243934397959
806,2023-12-13,1.152813439717356
807,2023-12-14,1.181310733228874
808,2023-12-15,1.1664580519269103
809,2023-12-18,1.1673929071590292
810,2023-12-19,1.1555964710459454
811,2023-12-20,1.1541076786141746
812,2023-12-21,1.190106902540532
813,2023-12-22,1.2202580402269758
814,2023-12-26,1.2225858517448647
815,2023-12-27,1.2366328865480933
816,2023-12-28,1.233916493795268
817,2023-12-29,1.2609206291208288
818,2024-01-02,1.2523575196855294
819,2024-01-03,1.234000167101539
820,2024-01-04,1.247018136341225
821,2024-01-05,1.253527565229515
822,2024-01-08,1.2369748317512517
823,2024-01-09,1.2531235215238106
824,2024-01-10,1.2510752105738943
825,2024-01-11,1.2518504905882404
826,2024-01-12,1.2509867934346381
827,2024-01-16,1.267692451770998
828,2024-01-17,1.2102417894859259
829,2024-01-18,1.1857191752905354
830,2024-01-19,1.1842673411640907
831,2024-01-22,1.1638538131591554
832,2024-01-23,1.1844524747784215
833,2024-01-24,1.1714914183274867
834,2024-01-25,1.186724574952211
835,2024-01-26,1.1883460251714255
836,2024-01-29,1.1711482758305962
837,2024-01-30,1.1278606448996655
838,2024-01-31,1.1613807082438223
839,2024-02-01,1.1735915312340728
840,2024-02-02,1.228842685823721
841,2024-02-05,1.2307745139032968
842,2024-02-06,1.2312410217275254
843,2024-02-07,1.2349814454418893
844,2024-02-08,1.2598973224308876
845,2024-02-09,1.3010063712540298
846,2024-02-12,1.3319011154090847
847,2024-02-13,1.310488172698841
848,2024-02-14,1.3292582272515505
849,2024-02-15,1.3562975299762399
850,2024-02-16,1.3071815214297116
851,2024-02-20,1.4642422109394766
852,2024-02-21,1.463209790901128
853,2024-02-22,1.4639730835045046
854,2024-02-23,1.4732962383072925
855,2024-02-26,1.4667116848411192
856,2024-02-27,1.4320798993341213
857,2024-02-28,1.433344621895227
858,2024-02-29,1.4263575343478456
859,2024-03-01,1.4212235828379725
860,2024-03-04,1.4231650949100227
861,2024-03-05,1.4531532956634199
862,2024-03-06,1.4621732222127608
863,2024-03-07,1.4577870337865038
864,2024-03-08,1.449892265439641
865,2024-03-11,1.4588169965678726
866,2024-03-12,1.4659008217520273
867,2024-03-13,1.4742270113696947
868,2024-03-14,1.487960323595786
869,2024-03-15,1.4905592620753194
870,2024-03-18,1.5972341902189142
871,2024-03-19,1.5981211851319093
872,2024-03-20,1.5597006485153588
873,2024-03-21,1.5346154751150163
874,2024-03-22,1.4931169906398876
875,2024-03-25,1.4879238476689773
876,2024-03-26,1.4961882300759315
877,2024-03-27,1.500147110511987
878,2024-03-28,1.49352409272544
879,2024-04-01,1.4868060790991073
880,2024-04-02,1.4772533783973696
881,2024-04-03,1.4914447731140532
882,2024-04-04,1.5158439578472638
883,2024-04-05,1.6052689178136166
884,2024-04-08,1.6040751917604332
885,2024-04-09,1.608252785953988
886,2024-04-10,1.6031809686367018
887,2024-04-11,1.6622633397771809
888,2024-04-12,1.6737031629381716
889,2024-04-15,1.7865307817816736
890,2024-04-16,1.9802861159802616
891,2024-04-17,1.9081141182693424
892,2024-04-18,1.9331236862603831
893,2024-04-19,1.9194275724874386
894,2024-04-22,2.073956694860811
895,2024-04-23,2.0941553347214463
896,2024-04-24,2.240591914198977
897,2024-04-25,2.2307336994907354
898,2024-04-26,2.232991434779605
899,2024-04-29,2.1991161845182954
