t,Date,rho_raw,rho_used,scale_used,row_err,diag_mean,offdiag_mean,tci,success,error_msg
841,841,0.46636200714893794,0.46636200714893794,1.0,1.1102230246251565e-16,0.5552799905104681,0.07412000158158866,44.472000948953195,1,
842,842,0.4138514611863672,0.4138514611863672,1.0,2.220446049250313e-16,0.4855424252016854,0.08574292913305245,51.44575747983148,1,
843,843,0.550349072121357,0.550349072121357,1.0,2.220446049250313e-16,0.5022332092201393,0.08296113179664347,49.776679077986074,1,
844,844,0.5846003257141608,0.5846003257141608,1.0,1.1102230246251565e-16,0.5102788178937966,0.08162019701770054,48.97211821062032,1,
845,845,0.40044934210537236,0.40044934210537236,1.0,2.220446049250313e-16,0.5610367981290988,0.0731605336451502,43.89632018709012,1,
846,846,0.4991332249466848,0.4991332249466848,1.0,2.220446049250313e-16,0.5508058264060726,0.07486569559898788,44.919417359392725,1,
847,847,0.6745786433619819,0.6745786433619819,1.0,1.1102230246251565e-16,0.49374257760930895,0.08437623706511517,50.625742239069105,1,
848,848,0.5746183675786366,0.5746183675786366,1.0,1.1102230246251565e-16,0.5425812596942842,0.07623645671761932,45.74187403057159,1,
849,849,0.48112307767974866,0.48112307767974866,1.0,2.220446049250313e-16,0.5728907762203322,0.07118487062994464,42.71092237796678,1,
850,850,0.4848871351924941,0.4848871351924941,1.0,2.220446049250313e-16,0.5568610043381165,0.07385649927698058,44.31389956618835,1,
851,851,0.4369932706378029,0.4369932706378029,1.0,3.3306690738754696e-16,0.5914940567957103,0.06808432386738164,40.85059432042898,1,
852,852,0.48384983618879374,0.48384983618879374,1.0,2.220446049250313e-16,0.5751890246507622,0.07080182922487298,42.481097534923784,1,
853,853,0.5661775373924018,0.5661775373924018,1.0,2.220446049250313e-16,0.5201809354914247,0.07996984408476257,47.981906450857544,1,
854,854,0.37720403977805006,0.37720403977805006,1.0,2.220446049250313e-16,0.5515122985538766,0.07474795024102057,44.848770144612345,1,
855,855,0.3228763512337121,0.3228763512337121,1.0,2.220446049250313e-16,0.5993683861509245,0.0667719356415126,40.06316138490756,1,
856,856,0.32752328142453496,0.32752328142453496,1.0,2.220446049250313e-16,0.6098194857256388,0.06503008571239352,39.01805142743611,1,
857,857,0.3690945180562533,0.3690945180562533,1.0,2.220446049250313e-16,0.6272463788656125,0.062125603522397904,37.275362113438746,1,
858,858,0.4551460421981916,0.4551460421981916,1.0,3.3306690738754696e-16,0.5989699755159072,0.06683833741401549,40.10300244840929,1,
859,859,0.5470122229852071,0.5470122229852071,1.0,2.220446049250313e-16,0.5977378955644754,0.06704368407258743,40.22621044355246,1,
860,860,0.34560790797179897,0.34560790797179897,1.0,2.220446049250313e-16,0.6121156695620635,0.06464738840632275,38.78843304379365,1,
861,861,0.3775221592385649,0.3775221592385649,1.0,2.220446049250313e-16,0.6093421593799262,0.06510964010334563,39.065784062007374,1,
862,862,0.3929367384503529,0.3929367384503529,1.0,2.220446049250313e-16,0.6145910648825845,0.06423482251956925,38.540893511741544,1,
863,863,0.39223245572892784,0.39223245572892784,1.0,2.220446049250313e-16,0.5911683211619145,0.06813861313968089,40.88316788380853,1,
864,864,0.4654001811975119,0.4654001811975119,1.0,2.220446049250313e-16,0.5818053737903638,0.06969910436827272,41.81946262096363,1,
865,865,0.3549977780117726,0.3549977780117726,1.0,2.220446049250313e-16,0.5667741791702147,0.0722043034716309,43.322582082978535,1,
866,866,0.6153008234360346,0.6153008234360346,1.0,2.220446049250313e-16,0.5403329632781054,0.07661117278698241,45.96670367218945,1,
867,867,0.5900533063098922,0.5900533063098922,1.0,2.220446049250313e-16,0.5540642941839186,0.07432261763601357,44.59357058160814,1,
868,868,0.587569792590292,0.587569792590292,1.0,3.3306690738754696e-16,0.5163404198909208,0.08060993001817986,48.36595801090792,1,
869,869,0.6150918878954813,0.6150918878954813,1.0,2.220446049250313e-16,0.5237240061023202,0.07937933231627996,47.62759938976798,1,
